index,ra,dec,class,cat
4830,62.54625,40.023888888,P,Dunham
4831,62.66875,38.083333333,D,Dunham
4832,62.673333333,38.134722222,D,Dunham
4833,62.675416666,38.099722222,E,Dunham
4834,62.698333333,38.059166666,D,Dunham
4835,62.704583333,38.079166666,D,Dunham
4836,64.935833333,38.189444444,F,Dunham
4837,65.218333333,38.109722222,E,Dunham
4838,65.407916666,37.578055555,D,Dunham
4839,65.408333333,37.594722222,E,Dunham
4840,65.42,37.566388888,P,Dunham
4841,66.205416666,37.279444444,E,Dunham
4842,66.41,37.116944444,P,Dunham
4843,66.415416666,37.118888888,P,Dunham
4844,66.961666666,36.523888888,D,Dunham
4845,66.9925,36.557222222,D,Dunham
4846,67.011666666,36.682777777,D,Dunham
4847,67.062916666,36.507777777,F,Dunham
4848,67.087916666,36.413055555,D,Dunham
4849,67.08875,36.505833333,D,Dunham
4850,67.145833333,36.418333333,P,Dunham
4851,67.1575,36.415277777,D,Dunham
4852,67.160416666,36.424444444,P,Dunham
4853,67.180416666,36.419722222,D,Dunham
4854,67.181666666,36.4775,P,Dunham
4855,67.185,36.4125,F,Dunham
4856,67.20625,36.486111111,P,Dunham
4857,67.230416666,36.522777777,P,Dunham
4858,67.24625,36.386388888,D,Dunham
4859,67.4125,35.269444444,D,Dunham
4860,67.416666666,35.352222222,P,Dunham
4861,67.43125,35.227222222,D,Dunham
4862,67.434166666,35.208333333,D,Dunham
4863,67.446666666,35.171944444,D,Dunham
4864,67.4475,35.1925,E,Dunham
4865,67.452083333,35.203333333,D,Dunham
4866,67.455,35.239444444,F,Dunham
4867,67.456666666,35.245277777,D,Dunham
4868,67.461666666,35.266111111,D,Dunham
4869,67.4625,35.263055555,P,Dunham
4870,67.4725,35.263333333,D,Dunham
4871,67.475416666,35.1725,F,Dunham
4872,67.478333333,35.300555555,D,Dunham
4873,67.484166666,35.295,P,Dunham
4874,67.49875,35.226111111,D,Dunham
4875,67.500416666,36.056111111,D,Dunham
4876,67.504583333,35.29,E,Dunham
4877,67.510833333,35.253888888,D,Dunham
4878,67.515,35.238888888,P,Dunham
4879,67.5175,35.162777777,D,Dunham
4880,67.5175,35.373055555,D,Dunham
4881,67.530833333,35.249166666,D,Dunham
4882,67.532083333,35.263333333,D,Dunham
4883,67.534166666,35.236111111,P,Dunham
4884,67.53625,35.243611111,D,Dunham
4885,67.539583333,35.244444444,P,Dunham
4886,67.540833333,35.676388888,D,Dunham
4887,67.54125,35.264722222,D,Dunham
4888,67.55125,35.159444444,D,Dunham
4889,67.554166666,35.232777777,D,Dunham
4890,67.560416666,35.225555555,D,Dunham
4891,67.56125,35.337222222,D,Dunham
4892,67.562083333,36.002222222,P,Dunham
4893,67.5675,35.711944444,D,Dunham
4894,67.574166666,36.057222222,E,Dunham
4895,67.575,35.760833333,D,Dunham
4896,67.57875,35.703333333,E,Dunham
4897,67.58125,35.139166666,F,Dunham
4898,67.592083333,36.076388888,D,Dunham
4899,67.594166666,35.318888888,D,Dunham
4900,67.599166666,35.353333333,P,Dunham
4901,67.60125,34.987777777,E,Dunham
4902,67.6025,35.755555555,P,Dunham
4903,67.604166666,35.721666666,D,Dunham
4904,67.607916666,35.803055555,D,Dunham
4905,67.6125,35.341111111,D,Dunham
4906,67.6125,35.763888888,D,Dunham
4907,67.614166666,35.154722222,P,Dunham
4908,67.615416666,35.770833333,P,Dunham
4909,67.616666666,35.154444444,P,Dunham
4910,67.618333333,35.545,D,Dunham
4911,67.618333333,35.821388888,D,Dunham
4912,67.619166666,35.794444444,D,Dunham
4913,67.619583333,35.796944444,D,Dunham
4914,67.620416666,35.131666666,D,Dunham
4915,67.623333333,35.454722222,D,Dunham
4916,67.623333333,35.110833333,D,Dunham
4917,67.625416666,35.110833333,D,Dunham
4918,67.625833333,35.351111111,D,Dunham
4919,67.626666666,35.309166666,D,Dunham
4920,67.627083333,35.295555555,D,Dunham
4921,67.627083333,35.862222222,P,Dunham
4922,67.63125,35.753611111,F,Dunham
4923,67.634583333,35.603611111,E,Dunham
4924,67.653333333,35.91,P,Dunham
4925,67.655833333,36.005,D,Dunham
4926,67.65625,35.23,E,Dunham
4927,67.65625,35.841944444,E,Dunham
4928,67.6575,35.850277777,P,Dunham
4929,67.659166666,35.833055555,D,Dunham
4930,67.660833333,35.910833333,F,Dunham
4931,67.662916666,35.746944444,D,Dunham
4932,67.662916666,35.8675,D,Dunham
4933,67.66375,35.866666666,D,Dunham
4934,67.664583333,35.301666666,E,Dunham
4935,67.664583333,35.186666666,D,Dunham
4936,67.666666666,35.702777777,E,Dunham
4937,67.667083333,35.526111111,D,Dunham
4938,67.67125,35.494722222,P,Dunham
4939,67.684166666,35.9975,P,Dunham
4940,67.68625,35.181111111,D,Dunham
4941,67.689583333,34.968888888,D,Dunham
4942,67.6925,34.982222222,P,Dunham
4943,67.696666666,35.128611111,D,Dunham
4944,67.697916666,34.973333333,D,Dunham
4945,67.702083333,35.631388888,P,Dunham
4946,67.7025,34.981388888,D,Dunham
4947,67.705,34.936111111,P,Dunham
4948,67.705416666,35.611666666,E,Dunham
4949,67.706666666,34.9575,D,Dunham
4950,67.710416666,35.556388888,D,Dunham
4951,67.712083333,35.598333333,D,Dunham
4952,67.722916666,34.940833333,P,Dunham
4953,67.724583333,35.503055555,E,Dunham
4954,67.729166666,35.515555555,D,Dunham
4955,67.732916666,34.946388888,P,Dunham
4956,67.735833333,35.501111111,P,Dunham
4957,308.94291666,67.883888888,P,Dunham
4958,309.04833333,67.9525,F,Dunham
4959,309.0825,67.941944444,D,Dunham
4960,309.92916666,67.141666666,F,Dunham
4961,310.23625,67.384722222,P,Dunham
4962,313.90458333,77.638611111,D,Dunham
4963,314.27791666,77.615555555,F,Dunham
4964,314.28291666,77.616388888,F,Dunham
4965,314.30416666,77.595277777,F,Dunham
4966,314.31458333,77.573055555,D,Dunham
4967,314.32083333,77.616111111,D,Dunham
4968,314.66666666,77.4625,D,Dunham
4969,314.81416666,77.556111111,E,Dunham
4970,314.82291666,77.4825,E,Dunham
4971,314.845,68.245277777,D,Dunham
4972,315.08458333,68.140833333,D,Dunham
4973,315.08625,68.221111111,P,Dunham
4974,315.09208333,68.216111111,P,Dunham
4975,315.12041666,68.217222222,D,Dunham
4976,315.13375,68.213055555,D,Dunham
4977,315.1525,68.062222222,E,Dunham
4978,315.15833333,77.116388888,E,Dunham
4979,315.23125,68.190833333,D,Dunham
4980,315.24208333,68.160555555,D,Dunham
4981,315.26541666,68.219166666,D,Dunham
4982,315.28625,68.214444444,D,Dunham
4983,315.36,68.177222222,D,Dunham
4984,315.36,77.117222222,D,Dunham
4985,315.36375,68.193888888,D,Dunham
4986,315.37208333,77.043611111,E,Dunham
4987,315.37375,68.229444444,D,Dunham
4988,315.37916666,77.031388888,E,Dunham
4989,315.38583333,77.021388888,D,Dunham
4990,315.38666666,68.188888888,P,Dunham
4991,315.39625,77.065555555,D,Dunham
4992,315.39916666,68.223611111,D,Dunham
4993,315.41458333,77.104444444,D,Dunham
4994,315.42708333,68.215833333,D,Dunham
4995,315.43208333,67.840555555,D,Dunham
4996,315.43291666,68.234166666,P,Dunham
4997,315.43958333,68.0725,D,Dunham
4998,315.44458333,68.145833333,E,Dunham
4999,315.45666666,77.096388888,D,Dunham
5000,315.46958333,68.164166666,D,Dunham
5001,315.51041666,68.199444444,D,Dunham
5002,315.52083333,76.955,D,Dunham
5003,315.55833333,68.233055555,D,Dunham
5004,315.55875,68.125,P,Dunham
5005,315.58833333,67.905555555,P,Dunham
5006,315.61375,67.905,D,Dunham
5007,315.61666666,68.146388888,D,Dunham
5008,315.6175,68.058055555,D,Dunham
5009,315.62458333,67.902222222,D,Dunham
5010,315.635,76.919444444,D,Dunham
5011,315.6375,68.124722222,D,Dunham
5012,315.72875,68.105833333,D,Dunham
5013,315.74791666,68.108888888,F,Dunham
5014,315.74833333,68.136388888,E,Dunham
5015,315.78166666,68.142777777,D,Dunham
5016,315.85166666,67.985,D,Dunham
5017,315.9975,67.824722222,D,Dunham
5018,316.065,67.712777777,E,Dunham
5019,337.0125,69.021111111,P,Dunham
5020,337.03083333,69.010555555,P,Dunham
5021,337.38875,75.221111111,F,Dunham
5022,337.4975,75.234166666,F,Dunham
5023,337.6325,75.235833333,P,Dunham
5024,337.77333333,75.226944444,D,Dunham
5025,338.66875,75.295555555,D,Dunham
5026,338.70125,75.226388888,D,Dunham
5027,338.75333333,75.26,D,Dunham
5028,338.76041666,75.299444444,D,Dunham
5029,338.7675,75.305555555,D,Dunham
5030,338.79,75.269166666,E,Dunham
5031,338.80875,75.250555555,F,Dunham
5032,338.81958333,75.313055555,D,Dunham
5033,338.85583333,75.298888888,D,Dunham
5034,338.86083333,75.276666666,F,Dunham
5035,338.86333333,75.300277777,D,Dunham
5036,339.02333333,75.308888888,F,Dunham
5037,339.14791666,75.359722222,D,Dunham
5038,339.24625,75.355555555,D,Dunham
5039,339.45666666,75.068333333,D,Dunham
5040,339.54833333,75.203888888,D,Dunham
5041,339.56333333,75.122222222,D,Dunham
5042,339.57833333,75.198055555,D,Dunham
5043,339.62333333,75.240555555,D,Dunham
5044,339.66875,75.144722222,D,Dunham
5045,339.67833333,75.193333333,P,Dunham
5046,339.69541666,75.1925,P,Dunham
5047,339.71125,75.176388888,D,Dunham
5048,339.72083333,75.189722222,P,Dunham
5049,339.76958333,75.183611111,D,Dunham
5050,339.80541666,75.204166666,P,Dunham
5051,339.81125,75.121111111,E,Dunham
5052,339.86375,75.174444444,D,Dunham
5053,339.91791666,75.2225,D,Dunham
5054,339.94333333,75.216111111,E,Dunham
5055,340.26958333,75.180277777,E,Dunham
5056,309.77583333,68.0375,P,Dunham
5057,311.47458333,67.960555555,P,Dunham
5058,315.40375,68.163055555,D,Dunham
5059,338.8475,75.285277777,P,Dunham
5060,163.41541666,-77.20916666,D,Dunham
5061,166.09458333,-77.30222222,F,Dunham
5062,166.17708333,-77.69916666,D,Dunham
5063,166.23708333,-77.26583333,E,Dunham
5064,166.60583333,-76.56166666,D,Dunham
5065,166.6225,-77.41611111,D,Dunham
5066,166.66375,-77.60138888,D,Dunham
5067,166.67375,-76.59694444,D,Dunham
5068,166.68708333,-77.45055555,D,Dunham
5069,166.69333333,-77.37555555,P,Dunham
5070,166.74166666,-77.38,P,Dunham
5071,166.74583333,-77.31472222,D,Dunham
5072,166.76416666,-76.52916666,E,Dunham
5073,166.76458333,-77.40833333,D,Dunham
5074,166.78833333,-77.31305555,D,Dunham
5075,166.78833333,-77.38472222,P,Dunham
5076,166.79916666,-76.43055555,E,Dunham
5077,166.8,-76.53972222,D,Dunham
5078,166.805,-77.73055555,E,Dunham
5079,166.81708333,-77.385,F,Dunham
5080,166.81875,-77.59805555,D,Dunham
5081,166.82708333,-77.5475,D,Dunham
5082,166.83583333,-77.63527777,D,Dunham
5083,166.83875,-77.36972222,D,Dunham
5084,166.8675,-76.86972222,D,Dunham
5085,166.89666666,-77.58027777,E,Dunham
5086,166.92666666,-77.56638888,D,Dunham
5087,166.93125,-77.66138888,D,Dunham
5088,166.98833333,-77.29055555,D,Dunham
5089,166.99125,-77.64583333,D,Dunham
5090,166.99208333,-77.71138888,D,Dunham
5091,166.99958333,-77.29166666,E,Dunham
5092,167.00541666,-77.70805555,D,Dunham
5093,167.01208333,-77.645,D,Dunham
5094,167.07125,-77.73638888,E,Dunham
5095,167.0925,-77.50777777,D,Dunham
5096,167.1,-77.73527777,D,Dunham
5097,167.1025,-77.57277777,E,Dunham
5098,167.10708333,-77.2775,D,Dunham
5099,167.11,-77.26527777,D,Dunham
5100,167.1625,-77.26777777,E,Dunham
5101,167.16416666,-77.57138888,E,Dunham
5102,167.17458333,-77.72416666,D,Dunham
5103,167.20625,-76.64555555,D,Dunham
5104,167.21208333,-76.42027777,D,Dunham
5105,167.22708333,-77.03694444,D,Dunham
5106,167.22875,-76.54472222,D,Dunham
5107,167.325,-76.50805555,D,Dunham
5108,167.34416666,-76.57555555,D,Dunham
5109,167.34875,-76.38916666,D,Dunham
5110,167.35833333,-76.55916666,E,Dunham
5111,167.36875,-76.55777777,P,Dunham
5112,167.42416666,-76.58277777,D,Dunham
5113,167.42666666,-77.43277777,E,Dunham
5114,167.44208333,-76.57944444,D,Dunham
5115,167.44666666,-77.44138888,D,Dunham
5116,167.4525,-77.24388888,D,Dunham
5117,167.46708333,-76.65361111,D,Dunham
5118,167.46875,-77.67638888,D,Dunham
5119,167.47166666,-77.47666666,D,Dunham
5120,167.475,-76.49027777,E,Dunham
5121,167.47625,-76.51972222,F,Dunham
5122,167.47916666,-76.54472222,D,Dunham
5123,167.49375,-77.61916666,D,Dunham
5124,167.51375,-76.55305555,F,Dunham
5125,167.515,-76.55805555,D,Dunham
5126,167.51916666,-76.59583333,D,Dunham
5127,167.52875,-76.49388888,D,Dunham
5128,167.53208333,-77.46333333,D,Dunham
5129,167.53875,-76.53833333,D,Dunham
5130,167.54708333,-76.59138888,D,Dunham
5131,167.6575,-77.54444444,D,Dunham
5132,167.67208333,-77.34666666,D,Dunham
5133,167.70625,-77.2975,D,Dunham
5134,167.71125,-77.30083333,E,Dunham
5135,167.72208333,-76.57555555,D,Dunham
5136,167.72291666,-77.41666666,D,Dunham
5137,167.73291666,-76.75888888,D,Dunham
5138,167.79458333,-76.69916666,F,Dunham
5139,168.01416666,-77.43333333,D,Dunham
5140,168.04041666,-76.57666666,D,Dunham
5141,168.10125,-76.61833333,D,Dunham
5142,168.115,-76.73944444,D,Dunham
5143,168.12833333,-76.74,D,Dunham
5144,168.1775,-77.37277777,E,Dunham
5145,168.35166666,-76.48944444,D,Dunham
5146,192.10708333,-77.11,E,Dunham
5147,193.1275,-77.25361111,E,Dunham
5148,193.32166666,-77.11944444,D,Dunham
5149,193.42833333,-77.25305555,P,Dunham
5150,194.14,-76.7625,D,Dunham
5151,194.24416666,-76.785,E,Dunham
5152,194.29875,-76.66972222,D,Dunham
5153,194.52791666,-77.1525,D,Dunham
5154,194.77708333,-77.1275,P,Dunham
5155,194.86,-77.78555555,E,Dunham
5156,195.23041666,-77.17277777,D,Dunham
5157,195.24666666,-77.23388888,D,Dunham
5158,195.49541666,-77.85583333,D,Dunham
5159,195.595,-77.58027777,E,Dunham
5160,196.10375,-77.875,D,Dunham
5161,196.23208333,-77.66361111,D,Dunham
5162,196.28541666,-77.56166666,D,Dunham
5163,196.3025,-77.51444444,D,Dunham
5164,196.33583333,-77.65027777,D,Dunham
5165,196.34,-77.63611111,D,Dunham
5166,196.37083333,-77.69444444,D,Dunham
5167,196.825,-77.68111111,D,Dunham
5168,196.95208333,-77.68916666,D,Dunham
5169,197.02583333,-77.91805555,D,Dunham
5170,197.11291666,-77.72305555,D,Dunham
5171,197.45958333,-77.95638888,D,Dunham
5172,187.7475,-80.08638888,P,Dunham
5173,189.47583333,-80.35833333,E,Dunham
5174,190.03333333,-80.53194444,E,Dunham
5175,190.97916666,-79.96333333,E,Dunham
5176,284.16541666,-37.12222222,D,Dunham
5177,284.46916666,-37.24444444,P,Dunham
5178,284.93291666,-37.06666666,D,Dunham
5179,284.96208333,-37.10861111,E,Dunham
5180,285.06458333,-36.96583333,F,Dunham
5181,285.12083333,-36.93416666,E,Dunham
5182,285.16208333,-36.97055555,E,Dunham
5183,285.18875,-37.19666666,D,Dunham
5184,285.24166666,-36.75138888,E,Dunham
5185,285.24875,-36.78638888,D,Dunham
5186,285.26333333,-37.06083333,E,Dunham
5187,285.3175,-36.94111111,D,Dunham
5188,285.32875,-36.97444444,D,Dunham
5189,285.37083333,-37.03,E,Dunham
5190,285.38458333,-36.9675,E,Dunham
5191,285.39083333,-36.96222222,D,Dunham
5192,285.40083333,-36.9675,D,Dunham
5193,285.41833333,-36.86166666,D,Dunham
5194,285.45,-36.95611111,P,Dunham
5195,285.45166666,-36.95388888,P,Dunham
5196,285.46291666,-36.90333333,D,Dunham
5197,285.46583333,-37.17888888,E,Dunham
5198,285.47375,-37.00916666,D,Dunham
5199,285.48166666,-36.9475,P,Dunham
5200,285.48833333,-36.86805555,D,Dunham
5201,285.52833333,-36.97805555,D,Dunham
5202,285.54333333,-36.89555555,E,Dunham
5203,285.55,-37.0525,E,Dunham
5204,285.56083333,-37.00888888,D,Dunham
5205,285.6125,-36.97027777,E,Dunham
5206,285.6375,-36.9725,D,Dunham
5207,285.73666666,-37.12194444,F,Dunham
5208,285.75416666,-37.13138888,F,Dunham
5209,285.78791666,-36.95611111,E,Dunham
5210,285.79916666,-37.15055555,E,Dunham
5211,285.85083333,-37.25194444,D,Dunham
5212,285.98,-37.15972222,F,Dunham
5213,284.735,-37.12694444,E,Dunham
5214,285.0975,-37.20666666,D,Dunham
5215,285.35708333,-36.98861111,E,Dunham
5216,285.42333333,-36.99777777,D,Dunham
5217,285.46,-36.94388888,D,Dunham
5218,285.49375,-36.95222222,P,Dunham
5219,285.74416666,-37.12638888,P,Dunham
5220,285.81666666,-37.23555555,D,Dunham
5221,285.47333333,-36.95222222,E,Dunham
5222,285.28583333,-36.95555555,D,Dunham
5223,285.49458333,-36.96361111,D,Dunham
5224,285.77833333,-37.21361111,F,Dunham
5225,285.42,-36.87583333,E,Dunham
5226,285.46083333,-36.96916666,P,Dunham
5227,285.42291666,-36.97527777,F,Dunham
5228,285.48041666,-36.95583333,P,Dunham
5229,285.485,-36.95777777,P,Dunham
5230,325.98375,47.802222222,E,Dunham
5231,326.17916666,47.778611111,P,Dunham
5232,326.185,47.780277777,D,Dunham
5233,326.20125,47.749722222,P,Dunham
5234,326.20458333,47.7725,D,Dunham
5235,326.21541666,47.678888888,P,Dunham
5236,326.21666666,47.675,P,Dunham
5237,326.21791666,47.748611111,D,Dunham
5238,326.22166666,47.768611111,D,Dunham
5239,326.2225,47.68,D,Dunham
5240,326.22458333,47.761944444,P,Dunham
5241,326.2375,47.697777777,F,Dunham
5242,326.25625,47.689444444,E,Dunham
5243,326.26083333,47.551944444,P,Dunham
5244,326.26208333,47.708055555,E,Dunham
5245,326.28458333,47.551388888,F,Dunham
5246,326.36583333,47.763888888,P,Dunham
5247,326.38,47.605833333,P,Dunham
5248,326.42083333,47.618611111,D,Dunham
5249,326.48791666,47.325277777,D,Dunham
5250,326.49375,47.600277777,P,Dunham
5251,326.52375,47.346666666,D,Dunham
5252,326.59166666,47.583333333,E,Dunham
5253,326.61083333,47.7375,D,Dunham
5254,326.67208333,47.575277777,D,Dunham
5255,326.69458333,47.598611111,E,Dunham
5256,326.705,47.752222222,E,Dunham
5257,326.7625,47.553888888,P,Dunham
5258,326.775,47.660833333,P,Dunham
5259,326.795,47.534444444,D,Dunham
5260,326.83583333,47.534166666,D,Dunham
5261,326.83833333,47.540555555,F,Dunham
5262,326.84416666,47.534722222,P,Dunham
5263,326.84458333,47.537222222,P,Dunham
5264,326.86958333,47.538055555,F,Dunham
5265,326.88708333,47.535555555,D,Dunham
5266,326.8925,47.534722222,D,Dunham
5267,326.98166666,47.619722222,P,Dunham
5268,326.99666666,47.607222222,P,Dunham
5269,328.05958333,47.248333333,P,Dunham
5270,328.08,47.265277777,D,Dunham
5271,328.08166666,47.243888888,D,Dunham
5272,328.12791666,47.235,D,Dunham
5273,328.13583333,47.229444444,D,Dunham
5274,328.13625,47.235833333,D,Dunham
5275,328.13833333,47.180555555,D,Dunham
5276,328.14166666,47.228611111,D,Dunham
5277,328.14375,47.244444444,D,Dunham
5278,328.15041666,47.198888888,D,Dunham
5279,328.15208333,47.243333333,D,Dunham
5280,328.15708333,47.243888888,P,Dunham
5281,328.16541666,47.186111111,E,Dunham
5282,328.17166666,47.214444444,D,Dunham
5283,328.17791666,47.2025,D,Dunham
5284,328.17791666,47.170277777,D,Dunham
5285,328.18916666,47.1775,E,Dunham
5286,328.19375,47.213611111,D,Dunham
5287,328.20625,47.204722222,D,Dunham
5288,328.20875,47.205555555,D,Dunham
5289,328.2375,47.256111111,D,Dunham
5290,328.24625,47.274444444,E,Dunham
5291,328.26625,47.391666666,D,Dunham
5292,328.27875,47.242777777,P,Dunham
5293,328.28125,47.412222222,D,Dunham
5294,328.285,47.214722222,D,Dunham
5295,328.28583333,47.213055555,D,Dunham
5296,328.32666666,47.238888888,D,Dunham
5297,328.33458333,47.215833333,D,Dunham
5298,328.34416666,47.471388888,D,Dunham
5299,328.34458333,47.239722222,D,Dunham
5300,328.34583333,47.235555555,D,Dunham
5301,328.35375,47.258055555,D,Dunham
5302,328.35416666,47.272777777,F,Dunham
5303,328.35958333,47.261944444,D,Dunham
5304,328.36291666,47.282777777,E,Dunham
5305,328.36375,47.247222222,D,Dunham
5306,328.36541666,47.253055555,E,Dunham
5307,328.36791666,47.261944444,P,Dunham
5308,328.36916666,47.264166666,P,Dunham
5309,328.37,47.270277777,D,Dunham
5310,328.37041666,47.260277777,D,Dunham
5311,328.37041666,47.281111111,D,Dunham
5312,328.37333333,47.231666666,D,Dunham
5313,328.37583333,47.2675,D,Dunham
5314,328.37625,47.220277777,D,Dunham
5315,328.37666666,47.219444444,F,Dunham
5316,328.37708333,47.245555555,D,Dunham
5317,328.37833333,47.268333333,D,Dunham
5318,328.38083333,47.371388888,P,Dunham
5319,328.38166666,47.274444444,D,Dunham
5320,328.3825,47.270555555,D,Dunham
5321,328.38333333,47.2675,D,Dunham
5322,328.3875,47.244166666,F,Dunham
5323,328.3875,47.269166666,E,Dunham
5324,328.38791666,47.238333333,P,Dunham
5325,328.38833333,47.228055555,D,Dunham
5326,328.38916666,47.187777777,D,Dunham
5327,328.39125,47.29,P,Dunham
5328,328.39166666,47.265277777,D,Dunham
5329,328.39208333,47.267777777,E,Dunham
5330,328.39458333,47.345555555,F,Dunham
5331,328.39875,47.207222222,E,Dunham
5332,328.39916666,47.203333333,D,Dunham
5333,328.40083333,47.174166666,D,Dunham
5334,328.40125,47.3175,P,Dunham
5335,328.40416666,47.304722222,P,Dunham
5336,328.40916666,47.249722222,D,Dunham
5337,328.40958333,47.326388888,F,Dunham
5338,328.41,47.208611111,D,Dunham
5339,328.41125,47.201388888,D,Dunham
5340,328.41208333,47.224166666,D,Dunham
5341,328.41666666,47.257222222,D,Dunham
5342,328.41833333,47.252222222,D,Dunham
5343,328.41916666,47.280277777,D,Dunham
5344,328.42,47.261666666,D,Dunham
5345,328.425,47.240555555,F,Dunham
5346,328.42541666,47.264722222,D,Dunham
5347,328.42708333,47.306944444,D,Dunham
5348,328.43833333,47.209722222,D,Dunham
5349,328.44375,47.243055555,D,Dunham
5350,328.45708333,47.230833333,P,Dunham
5351,328.465,47.28,D,Dunham
5352,328.46583333,47.119722222,E,Dunham
5353,328.48208333,47.341666666,P,Dunham
5354,328.49125,47.326111111,D,Dunham
5355,328.49208333,47.245833333,P,Dunham
5356,328.50125,47.422777777,D,Dunham
5357,328.50583333,47.239166666,D,Dunham
5358,328.525,47.368055555,D,Dunham
5359,328.53625,47.2325,D,Dunham
5360,328.55208333,47.243055555,D,Dunham
5361,328.57791666,47.2025,D,Dunham
5362,234.51291666,-33.2325,E,Dunham
5363,234.70125,-34.67722222,F,Dunham
5364,234.86541666,-34.77138888,D,Dunham
5365,234.8675,-34.77166666,D,Dunham
5366,235.56041666,-34.17361111,P,Dunham
5367,235.66791666,-34.22861111,E,Dunham
5368,235.755,-34.15416666,D,Dunham
5369,235.75916666,-34.735,F,Dunham
5370,236.24125,-34.39416666,D,Dunham
5371,236.27625,-34.29388888,D,Dunham
5372,236.28666666,-34.2925,D,Dunham
5373,236.3225,-34.30777777,D,Dunham
5374,236.32708333,-34.35666666,D,Dunham
5375,241.76583333,-39.18638888,F,Dunham
5376,241.78541666,-39.23527777,F,Dunham
5377,241.79166666,-39.18416666,D,Dunham
5378,241.79833333,-39.06305555,E,Dunham
5379,241.90708333,-39.36055555,D,Dunham
5380,241.96791666,-38.96833333,D,Dunham
5381,241.975,-39.34611111,E,Dunham
5382,241.97791666,-39.26222222,F,Dunham
5383,241.98,-39.12138888,E,Dunham
5384,242.00041666,-39.04972222,D,Dunham
5385,242.0125,-38.87472222,E,Dunham
5386,242.02541666,-39.20611111,E,Dunham
5387,242.0525,-39.1425,D,Dunham
5388,242.06208333,-38.95388888,D,Dunham
5389,242.09041666,-39.0725,D,Dunham
5390,242.09333333,-39.07944444,D,Dunham
5391,242.1,-39.09694444,D,Dunham
5392,242.10708333,-39.10027777,D,Dunham
5393,242.11833333,-39.09222222,E,Dunham
5394,242.12375,-39.05305555,P,Dunham
5395,242.12583333,-39.10305555,D,Dunham
5396,242.12833333,-39.09666666,D,Dunham
5397,242.16541666,-39.10694444,D,Dunham
5398,242.17375,-39.02694444,E,Dunham
5399,242.17833333,-39.10388888,D,Dunham
5400,242.20583333,-39.09416666,D,Dunham
5401,242.21416666,-39.09166666,D,Dunham
5402,242.21458333,-39.05472222,D,Dunham
5403,242.22166666,-39.24444444,D,Dunham
5404,242.22375,-39.24333333,D,Dunham
5405,242.23,-38.81333333,D,Dunham
5406,242.23125,-39.0425,D,Dunham
5407,242.24041666,-39.03944444,D,Dunham
5408,242.2425,-39.12638888,D,Dunham
5409,242.24791666,-38.94083333,D,Dunham
5410,242.25583333,-39.41972222,D,Dunham
5411,242.2575,-39.08666666,D,Dunham
5412,242.27583333,-39.1475,E,Dunham
5413,242.325,-39.08138888,P,Dunham
5414,242.39208333,-39.22833333,E,Dunham
5415,242.43458333,-39.225,D,Dunham
5416,242.4525,-39.18777777,D,Dunham
5417,242.48416666,-38.9975,D,Dunham
5418,242.50041666,-38.90027777,E,Dunham
5419,242.50541666,-39.11222222,E,Dunham
5420,242.55416666,-38.77111111,D,Dunham
5421,242.57708333,-38.60361111,E,Dunham
5422,242.5825,-38.60166666,D,Dunham
5423,242.61416666,-39.04166666,F,Dunham
5424,242.62291666,-39.37055555,D,Dunham
5425,242.63541666,-37.77055555,E,Dunham
5426,242.64375,-38.24722222,E,Dunham
5427,242.64541666,-39.115,E,Dunham
5428,242.68875,-38.915,D,Dunham
5429,242.715,-38.88722222,D,Dunham
5430,242.8275,-38.97305555,E,Dunham
5431,242.85791666,-39.18972222,E,Dunham
5432,242.88291666,-38.18611111,E,Dunham
5433,242.93666666,-38.54555555,E,Dunham
5434,242.9525,-38.29944444,D,Dunham
5435,242.99916666,-38.39388888,D,Dunham
5436,243,-38.93222222,E,Dunham
5437,243.01833333,-38.16638888,F,Dunham
5438,243.04666666,-38.53861111,D,Dunham
5439,243.08166666,-38.62833333,E,Dunham
5440,243.18208333,-38.25083333,D,Dunham
5441,243.21541666,-38.70416666,E,Dunham
5442,243.23291666,-37.94527777,E,Dunham
5443,243.42041666,-38.62305555,E,Dunham
5444,239.93833333,-41.91583333,E,Dunham
5445,240.03083333,-41.83,E,Dunham
5446,240.10875,-41.89861111,D,Dunham
5447,240.12916666,-41.72694444,D,Dunham
5448,240.18541666,-41.92527777,D,Dunham
5449,240.29791666,-41.625,E,Dunham
5450,240.31458333,-41.87638888,F,Dunham
5451,240.37333333,-42.13416666,E,Dunham
5452,240.43,-41.60138888,E,Dunham
5453,240.4875,-41.71194444,E,Dunham
5454,240.59,-41.68138888,P,Dunham
5455,240.62458333,-41.85305555,E,Dunham
5456,244.13291666,-37.08222222,E,Dunham
5457,244.16791666,-37.41805555,E,Dunham
5458,244.17458333,-36.84583333,D,Dunham
5459,244.32541666,-36.775,D,Dunham
5460,244.35291666,-36.95916666,D,Dunham
5461,244.35333333,-36.96111111,E,Dunham
5462,244.47416666,-36.75555555,E,Dunham
5463,244.49791666,-37.31888888,E,Dunham
5464,244.5175,-37.17416666,E,Dunham
5465,244.52916666,-37.115,E,Dunham
5466,244.53791666,-37.42666666,E,Dunham
5467,244.57166666,-37.01638888,E,Dunham
5468,244.64208333,-37.26333333,E,Dunham
5469,244.80833333,-37.79111111,D,Dunham
