index,ra,dec,class,cat
1852,83.84075,-5.386361111,D,Megeath
1853,83.857125,-5.385944444,D,Megeath
1854,83.990541666,-5.385805555,D,Megeath
1855,83.746541666,-5.385555555,D,Megeath
1856,83.840916666,-5.385055555,D,Megeath
1857,83.867208333,-5.385027777,D,Megeath
1858,84.01875,-5.384861111,P,Megeath
1859,83.811958333,-5.384694444,D,Megeath
1860,83.785125,-5.384638888,D,Megeath
1861,83.754375,-5.384388888,D,Megeath
1862,83.343666666,-5.384138888,D,Megeath
1863,83.929083333,-5.384,D,Megeath
1864,83.750416666,-5.383861111,D,Megeath
1865,83.82075,-5.383611111,D,Megeath
1866,83.854375,-5.382916666,D,Megeath
1867,83.827916666,-5.382361111,D,Megeath
1868,83.823125,-5.382361111,D,Megeath
1869,83.815041666,-5.382305555,D,Megeath
1870,83.79425,-5.382222222,D,Megeath
1871,83.799833333,-5.381611111,D,Megeath
1872,83.740708333,-5.380888888,D,Megeath
1873,83.691333333,-5.380666666,D,Megeath
1874,84.1965,-5.380611111,D,Megeath
1875,83.572041666,-5.379972222,D,Megeath
1876,83.795666666,-5.379555555,D,Megeath
1877,83.677083333,-5.379527777,D,Megeath
1878,84.098458333,-5.3795,D,Megeath
1879,83.765416666,-5.379305555,D,Megeath
1880,83.835958333,-5.379277777,D,Megeath
1881,83.79375,-5.379277777,D,Megeath
1882,83.77775,-5.378944444,P,Megeath
1883,83.52475,-5.378805555,D,Megeath
1884,83.67025,-5.378361111,D,Megeath
1885,83.769958333,-5.377472222,D,Megeath
1886,83.686666666,-5.377333333,D,Megeath
1887,83.700375,-5.377277777,D,Megeath
1888,83.762791666,-5.377194444,D,Megeath
1889,83.796625,-5.377166666,D,Megeath
1890,83.822208333,-5.376555555,D,Megeath
1891,83.842125,-5.376138888,D,Megeath
1892,83.792291666,-5.375638888,D,Megeath
1893,83.851333333,-5.375583333,D,Megeath
1894,83.919166666,-5.375555555,D,Megeath
1895,83.767291666,-5.375555555,P,Megeath
1896,83.717291666,-5.375527777,D,Megeath
1897,83.772625,-5.375166666,D,Megeath
1898,83.846583333,-5.374527777,D,Megeath
1899,83.916541666,-5.374138888,D,Megeath
1900,83.780166666,-5.373972222,D,Megeath
1901,83.837541666,-5.373583333,D,Megeath
1902,83.944083333,-5.373444444,D,Megeath
1903,83.76725,-5.373444444,D,Megeath
1904,83.519291666,-5.372916666,D,Megeath
1905,83.832625,-5.372583333,D,Megeath
1906,83.724458333,-5.372444444,D,Megeath
1907,83.813916666,-5.370916666,D,Megeath
1908,83.639875,-5.369111111,D,Megeath
1909,83.76175,-5.368972222,D,Megeath
1910,83.73725,-5.368416666,D,Megeath
1911,83.920291666,-5.367361111,D,Megeath
1912,83.8435,-5.367,D,Megeath
1913,83.807458333,-5.366638888,P,Megeath
1914,83.606916666,-5.366027777,D,Megeath
1915,83.794041666,-5.365638888,D,Megeath
1916,83.627,-5.3655,D,Megeath
1917,83.62975,-5.3655,D,Megeath
1918,83.836458333,-5.365305555,D,Megeath
1919,83.856,-5.364361111,D,Megeath
1920,83.837125,-5.364083333,D,Megeath
1921,83.475375,-5.36375,D,Megeath
1922,83.756666666,-5.363638888,D,Megeath
1923,83.840166666,-5.363083333,D,Megeath
1924,83.823125,-5.362694444,D,Megeath
1925,84.043458333,-5.362472222,D,Megeath
1926,83.755041666,-5.362361111,D,Megeath
1927,83.791291666,-5.362027777,D,Megeath
1928,83.919916666,-5.361638888,D,Megeath
1929,83.788916666,-5.361583333,D,Megeath
1930,83.877458333,-5.360777777,D,Megeath
1931,83.807166666,-5.359972222,D,Megeath
1932,83.726041666,-5.35975,D,Megeath
1933,83.867291666,-5.359638888,D,Megeath
1934,83.339041666,-5.359638888,D,Megeath
1935,83.793333333,-5.359388888,D,Megeath
1936,83.803541666,-5.359361111,D,Megeath
1937,83.850333333,-5.359027777,D,Megeath
1938,83.674916666,-5.358944444,D,Megeath
1939,83.695,-5.358027777,D,Megeath
1940,83.782166666,-5.357583333,D,Megeath
1941,83.897041666,-5.357555555,D,Megeath
1942,83.847208333,-5.357,D,Megeath
1943,83.719416666,-5.356972222,D,Megeath
1944,83.6945,-5.356722222,D,Megeath
1945,83.896375,-5.356694444,D,Megeath
1946,83.759625,-5.356555555,D,Megeath
1947,83.83675,-5.355944444,D,Megeath
1948,83.88225,-5.355666666,D,Megeath
1949,83.785083333,-5.355583333,D,Megeath
1950,83.865583333,-5.35525,D,Megeath
1951,83.776791666,-5.355222222,D,Megeath
1952,83.849541666,-5.355194444,D,Megeath
1953,83.88625,-5.354972222,P,Megeath
1954,83.783083333,-5.354833333,D,Megeath
1955,83.959041666,-5.354722222,D,Megeath
1956,83.814083333,-5.353888888,D,Megeath
1957,83.792958333,-5.353583333,D,Megeath
1958,83.81775,-5.352555555,D,Megeath
1959,83.828958333,-5.352194444,D,Megeath
1960,83.636083333,-5.352,D,Megeath
1961,83.805875,-5.351944444,D,Megeath
1962,83.811291666,-5.351805555,D,Megeath
1963,83.833416666,-5.351694444,D,Megeath
1964,83.839791666,-5.351555555,D,Megeath
1965,83.852458333,-5.351194444,D,Megeath
1966,83.799458333,-5.350777777,D,Megeath
1967,83.782166666,-5.350444444,D,Megeath
1968,83.812208333,-5.350166666,P,Megeath
1969,83.799333333,-5.350083333,P,Megeath
1970,83.77025,-5.349222222,D,Megeath
1971,83.824333333,-5.348305555,P,Megeath
1972,83.805125,-5.347888888,D,Megeath
1973,83.828916666,-5.347833333,D,Megeath
1974,83.931666666,-5.347666666,D,Megeath
1975,83.784208333,-5.346305555,D,Megeath
1976,83.801125,-5.345861111,D,Megeath
1977,83.833666666,-5.3455,D,Megeath
1978,83.803416666,-5.345444444,D,Megeath
1979,83.837416666,-5.345388888,D,Megeath
1980,83.835666666,-5.34525,D,Megeath
1981,83.827041666,-5.345166666,D,Megeath
1982,83.811,-5.345138888,D,Megeath
1983,83.483375,-5.344638888,P,Megeath
1984,83.806541666,-5.344111111,D,Megeath
1985,83.816916666,-5.343416666,D,Megeath
1986,83.803166666,-5.343083333,D,Megeath
1987,83.799791666,-5.342472222,D,Megeath
1988,83.811375,-5.341388888,D,Megeath
1989,83.82175,-5.341055555,D,Megeath
1990,83.973125,-5.340888888,D,Megeath
1991,83.771333333,-5.340083333,D,Megeath
1992,83.755541666,-5.339583333,D,Megeath
1993,83.792333333,-5.339111111,D,Megeath
1994,83.71025,-5.339,D,Megeath
1995,83.900833333,-5.339,D,Megeath
1996,83.778166666,-5.338638888,D,Megeath
1997,83.805416666,-5.338638888,D,Megeath
1998,83.775708333,-5.338083333,D,Megeath
1999,83.880791666,-5.338083333,D,Megeath
2000,83.923625,-5.337416666,D,Megeath
2001,83.7875,-5.336611111,D,Megeath
2002,83.732333333,-5.336305555,D,Megeath
2003,83.840833333,-5.335444444,D,Megeath
2004,83.689583333,-5.335055555,D,Megeath
2005,83.859041666,-5.335,D,Megeath
2006,83.809208333,-5.334583333,D,Megeath
2007,83.783166666,-5.334277777,D,Megeath
2008,83.799458333,-5.333916666,D,Megeath
2009,83.831666666,-5.33375,D,Megeath
2010,83.708958333,-5.333305555,D,Megeath
2011,83.9865,-5.332722222,D,Megeath
2012,83.834625,-5.332694444,D,Megeath
2013,83.888375,-5.332666666,D,Megeath
2014,83.922333333,-5.332305555,D,Megeath
2015,83.792875,-5.33225,D,Megeath
2016,83.775625,-5.332027777,D,Megeath
2017,83.806666666,-5.331916666,P,Megeath
2018,83.880458333,-5.331388888,D,Megeath
2019,83.793291666,-5.331111111,D,Megeath
2020,83.808541666,-5.331083333,D,Megeath
2021,83.781375,-5.330611111,D,Megeath
2022,83.903333333,-5.329944444,D,Megeath
2023,83.844625,-5.329944444,D,Megeath
2024,83.8405,-5.329555555,D,Megeath
2025,83.928041666,-5.32925,D,Megeath
2026,83.732625,-5.32925,D,Megeath
2027,84.043708333,-5.329055555,D,Megeath
2028,83.761375,-5.328972222,D,Megeath
2029,83.834041666,-5.328916666,D,Megeath
2030,83.920458333,-5.328611111,D,Megeath
2031,83.789875,-5.328527777,P,Megeath
2032,83.543125,-5.327555555,D,Megeath
2033,83.784541666,-5.326944444,D,Megeath
2034,83.809291666,-5.326638888,D,Megeath
2035,83.819125,-5.326583333,D,Megeath
2036,83.802833333,-5.326527777,D,Megeath
2037,83.814125,-5.326222222,P,Megeath
2038,83.791,-5.326138888,D,Megeath
2039,83.876791666,-5.326111111,D,Megeath
2040,83.787125,-5.325861111,D,Megeath
2041,83.792291666,-5.325472222,D,Megeath
2042,83.832041666,-5.324972222,D,Megeath
2043,83.881541666,-5.324277777,D,Megeath
2044,83.836291666,-5.323972222,P,Megeath
2045,83.799416666,-5.323888888,D,Megeath
2046,83.860416666,-5.321833333,D,Megeath
2047,83.728166666,-5.321805555,P,Megeath
2048,83.948375,-5.320694444,D,Megeath
2049,83.784583333,-5.320527777,D,Megeath
2050,83.798375,-5.320111111,P,Megeath
2051,83.852625,-5.31925,D,Megeath
2052,83.93875,-5.319055555,D,Megeath
2053,83.861416666,-5.317416666,D,Megeath
2054,83.791958333,-5.317361111,D,Megeath
2055,83.868375,-5.317194444,D,Megeath
2056,83.81975,-5.317027777,D,Megeath
2057,83.7665,-5.316666666,D,Megeath
2058,83.866375,-5.316611111,D,Megeath
2059,83.790916666,-5.316138888,P,Megeath
2060,83.842083333,-5.316027777,P,Megeath
2061,83.806541666,-5.315833333,D,Megeath
2062,83.867166666,-5.315833333,D,Megeath
2063,83.847958333,-5.315777777,D,Megeath
2064,83.880166666,-5.315444444,D,Megeath
2065,83.850375,-5.315083333,D,Megeath
2066,83.874416666,-5.314722222,D,Megeath
2067,83.872708333,-5.312722222,D,Megeath
2068,83.759041666,-5.312611111,D,Megeath
2069,83.819541666,-5.312555555,P,Megeath
2070,83.5855,-5.312416666,D,Megeath
2071,83.708208333,-5.312305555,D,Megeath
2072,83.811041666,-5.312027777,D,Megeath
2073,83.800083333,-5.311333333,P,Megeath
2074,83.848916666,-5.311055555,D,Megeath
2075,83.893375,-5.310694444,D,Megeath
2076,83.827541666,-5.309722222,D,Megeath
2077,83.8245,-5.309722222,D,Megeath
2078,83.799083333,-5.309694444,D,Megeath
2079,83.792541666,-5.309333333,D,Megeath
2080,83.95775,-5.308555555,D,Megeath
2081,84.1095,-5.308305555,D,Megeath
2082,83.763125,-5.308305555,D,Megeath
2083,84.079291666,-5.307944444,D,Megeath
2084,83.783208333,-5.307333333,D,Megeath
2085,83.810041666,-5.306888888,D,Megeath
2086,83.758625,-5.306277777,D,Megeath
2087,83.822833333,-5.306277777,D,Megeath
2088,83.886791666,-5.305444444,D,Megeath
2089,83.864625,-5.305277777,D,Megeath
2090,83.871458333,-5.305,D,Megeath
2091,83.821208333,-5.303861111,P,Megeath
2092,83.696708333,-5.302694444,D,Megeath
2093,83.818083333,-5.3025,D,Megeath
2094,83.842583333,-5.302472222,D,Megeath
2095,83.942541666,-5.302361111,D,Megeath
2096,83.877916666,-5.302,D,Megeath
2097,83.862166666,-5.301888888,D,Megeath
2098,83.827916666,-5.300555555,D,Megeath
2099,83.797708333,-5.299194444,D,Megeath
2100,83.86025,-5.299055555,D,Megeath
2101,83.872583333,-5.298694444,D,Megeath
2102,83.763416666,-5.298138888,D,Megeath
2103,83.801166666,-5.297166666,D,Megeath
2104,83.815166666,-5.296388888,D,Megeath
2105,83.797375,-5.296194444,D,Megeath
2106,83.831916666,-5.296166666,P,Megeath
2107,83.806458333,-5.296083333,D,Megeath
2108,83.845666666,-5.295861111,D,Megeath
2109,83.825875,-5.295805555,D,Megeath
2110,83.81775,-5.295527777,D,Megeath
2111,83.769833333,-5.295055555,D,Megeath
2112,83.843083333,-5.292416666,D,Megeath
2113,83.806208333,-5.292027777,D,Megeath
2114,83.804833333,-5.291805555,D,Megeath
2115,83.82825,-5.291416666,D,Megeath
2116,83.763458333,-5.290694444,D,Megeath
2117,83.368791666,-5.290555555,D,Megeath
2118,83.819125,-5.289777777,D,Megeath
2119,83.777,-5.289472222,D,Megeath
2120,83.825708333,-5.289388888,D,Megeath
2121,83.726541666,-5.289138888,D,Megeath
2122,83.796666666,-5.289083333,D,Megeath
2123,83.86675,-5.288861111,D,Megeath
2124,83.958458333,-5.288416666,D,Megeath
2125,83.840125,-5.288083333,D,Megeath
2126,83.819791666,-5.288,D,Megeath
2127,83.723916666,-5.287444444,D,Megeath
2128,83.835,-5.287222222,D,Megeath
2129,84.133875,-5.286972222,D,Megeath
2130,83.708708333,-5.286694444,D,Megeath
2131,83.975583333,-5.286194444,D,Megeath
2132,83.864333333,-5.286083333,D,Megeath
2133,83.791916666,-5.28525,D,Megeath
2134,83.8315,-5.284138888,D,Megeath
2135,83.820333333,-5.284083333,D,Megeath
2136,83.728791666,-5.283861111,D,Megeath
2137,83.745125,-5.283666666,D,Megeath
2138,83.852,-5.283166666,D,Megeath
2139,83.911333333,-5.283027777,D,Megeath
2140,83.881708333,-5.28275,D,Megeath
2141,83.8165,-5.282638888,D,Megeath
2142,83.822625,-5.282527777,D,Megeath
2143,83.713333333,-5.281888888,D,Megeath
2144,83.788208333,-5.280916666,D,Megeath
2145,83.810875,-5.279388888,D,Megeath
2146,83.861291666,-5.279194444,D,Megeath
2147,83.824791666,-5.279166666,D,Megeath
2148,83.830291666,-5.279,D,Megeath
2149,83.787916666,-5.278916666,D,Megeath
2150,83.853,-5.278,D,Megeath
2151,83.88725,-5.277722222,D,Megeath
2152,83.882333333,-5.277694444,D,Megeath
2153,83.881416666,-5.276916666,D,Megeath
2154,83.827375,-5.276361111,D,Megeath
2155,83.82575,-5.275972222,D,Megeath
2156,83.80225,-5.275861111,D,Megeath
2157,83.710291666,-5.274888888,D,Megeath
2158,83.9615,-5.274777777,D,Megeath
2159,83.763791666,-5.272916666,D,Megeath
2160,83.819,-5.272416666,D,Megeath
2161,83.883166666,-5.272194444,D,Megeath
2162,83.8705,-5.27175,D,Megeath
2163,83.945833333,-5.2705,D,Megeath
2164,83.844416666,-5.270444444,D,Megeath
2165,83.824791666,-5.270444444,D,Megeath
2166,83.823083333,-5.270194444,D,Megeath
2167,83.859916666,-5.270083333,D,Megeath
2168,83.830916666,-5.268861111,D,Megeath
2169,83.88825,-5.268083333,D,Megeath
2170,83.796125,-5.267111111,D,Megeath
2171,83.764833333,-5.26675,D,Megeath
2172,83.834041666,-5.266388888,D,Megeath
2173,83.750916666,-5.266388888,D,Megeath
2174,83.803583333,-5.263583333,D,Megeath
2175,83.813541666,-5.263305555,D,Megeath
2176,82.503125,-5.262555555,D,Megeath
2177,83.862666666,-5.262361111,D,Megeath
2178,83.820708333,-5.262277777,D,Megeath
2179,83.89825,-5.261972222,D,Megeath
2180,83.802958333,-5.261944444,D,Megeath
2181,83.942541666,-5.261,D,Megeath
2182,83.824833333,-5.26075,D,Megeath
2183,83.817958333,-5.260555555,D,Megeath
2184,83.855125,-5.259916666,D,Megeath
2185,83.940041666,-5.259888888,D,Megeath
2186,83.8325,-5.259777777,D,Megeath
2187,83.831125,-5.259083333,P,Megeath
2188,83.8245,-5.259055555,D,Megeath
2189,83.59125,-5.258416666,D,Megeath
2190,83.79575,-5.255944444,D,Megeath
2191,83.840083333,-5.254777777,D,Megeath
2192,83.844333333,-5.252388888,D,Megeath
2193,83.832666666,-5.252361111,P,Megeath
2194,83.926125,-5.252166666,D,Megeath
2195,83.885125,-5.251805555,D,Megeath
2196,83.841208333,-5.250194444,D,Megeath
2197,83.961,-5.24975,D,Megeath
2198,83.816333333,-5.249694444,D,Megeath
2199,83.791708333,-5.249138888,D,Megeath
2200,83.736125,-5.247861111,D,Megeath
2201,83.771541666,-5.247277777,D,Megeath
2202,83.791333333,-5.247111111,D,Megeath
2203,83.819958333,-5.246388888,D,Megeath
2204,83.828458333,-5.245972222,D,Megeath
2205,83.681083333,-5.245138888,D,Megeath
2206,83.621833333,-5.244416666,D,Megeath
2207,84.082291666,-5.244083333,D,Megeath
2208,83.809083333,-5.240916666,D,Megeath
2209,83.80675,-5.239361111,D,Megeath
2210,83.875541666,-5.238472222,D,Megeath
2211,83.393458333,-5.238166666,D,Megeath
2212,83.817291666,-5.236888888,D,Megeath
2213,83.844208333,-5.236444444,D,Megeath
2214,83.888166666,-5.236194444,D,Megeath
2215,83.436541666,-5.236055555,D,Megeath
2216,83.832333333,-5.23475,D,Megeath
2217,83.366375,-5.233472222,D,Megeath
2218,83.811375,-5.233388888,D,Megeath
2219,83.834291666,-5.233111111,D,Megeath
2220,83.864666666,-5.232333333,D,Megeath
2221,83.93775,-5.232083333,P,Megeath
2222,83.622791666,-5.231972222,D,Megeath
2223,83.876041666,-5.231333333,D,Megeath
2224,83.378125,-5.231027777,D,Megeath
2225,83.530458333,-5.22925,D,Megeath
2226,83.879708333,-5.228833333,D,Megeath
2227,83.8455,-5.227666666,D,Megeath
2228,83.827125,-5.227277777,D,Megeath
2229,83.616666666,-5.226694444,D,Megeath
2230,83.940166666,-5.226694444,D,Megeath
2231,84.029083333,-5.226222222,D,Megeath
2232,83.844166666,-5.224611111,D,Megeath
2233,83.8275,-5.224277777,D,Megeath
2234,83.83175,-5.223944444,D,Megeath
2235,83.450833333,-5.223916666,D,Megeath
2236,83.836375,-5.223222222,P,Megeath
2237,83.833916666,-5.220972222,P,Megeath
2238,83.410666666,-5.220111111,D,Megeath
2239,83.825833333,-5.218527777,D,Megeath
2240,84.082875,-5.218444444,D,Megeath
2241,83.969875,-5.216277777,D,Megeath
2242,83.968083333,-5.215861111,D,Megeath
2243,83.833291666,-5.214,D,Megeath
2244,83.919708333,-5.213333333,D,Megeath
2245,83.237,-5.213222222,D,Megeath
2246,83.91175,-5.211638888,D,Megeath
2247,84.389458333,-5.210333333,D,Megeath
2248,83.686958333,-5.208777777,D,Megeath
2249,83.874875,-5.207611111,D,Megeath
2250,83.899833333,-5.207055555,D,Megeath
2251,84.166791666,-5.206416666,D,Megeath
2252,83.855458333,-5.201555555,D,Megeath
2253,83.887208333,-5.201222222,D,Megeath
2254,83.847208333,-5.200861111,P,Megeath
2255,83.357958333,-5.200722222,P,Megeath
2256,83.852583333,-5.199472222,D,Megeath
2257,83.883916666,-5.199444444,D,Megeath
2258,83.387666666,-5.198694444,D,Megeath
2259,83.778875,-5.197277777,P,Megeath
2260,83.626041666,-5.196666666,D,Megeath
2261,83.884541666,-5.195388888,D,Megeath
2262,83.992166666,-5.195305555,D,Megeath
2263,84.070666666,-5.195138888,D,Megeath
2264,83.916791666,-5.194,D,Megeath
2265,83.867333333,-5.193694444,D,Megeath
2266,83.773875,-5.193,D,Megeath
2267,83.736666666,-5.192388888,D,Megeath
2268,83.852416666,-5.191583333,P,Megeath
2269,83.781333333,-5.18725,D,Megeath
2270,84.021291666,-5.187166666,D,Megeath
2271,83.735958333,-5.18675,D,Megeath
2272,83.919875,-5.186611111,D,Megeath
2273,83.895875,-5.185944444,D,Megeath
2274,83.861875,-5.185361111,D,Megeath
2275,83.75625,-5.184361111,D,Megeath
2276,83.942125,-5.181,D,Megeath
2277,83.688208333,-5.179916666,D,Megeath
2278,83.914708333,-5.176972222,D,Megeath
2279,83.853041666,-5.175055555,P,Megeath
2280,83.232083333,-5.174611111,D,Megeath
2281,83.947625,-5.174527777,D,Megeath
2282,83.862375,-5.171444444,P,Megeath
2283,83.927875,-5.171138888,D,Megeath
2284,83.995083333,-5.170666666,D,Megeath
2285,83.867208333,-5.170555555,D,Megeath
2286,83.925041666,-5.169805555,D,Megeath
2287,83.864833333,-5.169083333,P,Megeath
2288,83.85375,-5.167083333,P,Megeath
2289,83.862791666,-5.166777777,P,Megeath
2290,83.903041666,-5.166722222,D,Megeath
2291,83.932416666,-5.166305555,D,Megeath
2292,83.769166666,-5.165416666,D,Megeath
2293,83.8625,-5.165027777,P,Megeath
2294,83.814916666,-5.16425,D,Megeath
2295,83.839833333,-5.163722222,D,Megeath
2296,83.857166666,-5.163694444,D,Megeath
2297,83.8645,-5.162277777,D,Megeath
2298,83.751666666,-5.162277777,D,Megeath
2299,83.839041666,-5.16175,D,Megeath
2300,83.839791666,-5.16075,P,Megeath
2301,83.865166666,-5.160222222,D,Megeath
2302,83.865125,-5.159305555,P,Megeath
2303,83.876041666,-5.158916666,D,Megeath
2304,83.883125,-5.157805555,D,Megeath
2305,83.861833333,-5.156833333,P,Megeath
2306,83.763041666,-5.154666666,D,Megeath
2307,83.8385,-5.154472222,D,Megeath
2308,83.500708333,-5.153972222,D,Megeath
2309,83.854291666,-5.152611111,D,Megeath
2310,83.850291666,-5.151833333,D,Megeath
2311,83.891041666,-5.151583333,D,Megeath
2312,83.836083333,-5.150833333,D,Megeath
2313,83.931416666,-5.147055555,D,Megeath
2314,83.897458333,-5.146361111,D,Megeath
2315,83.846791666,-5.145444444,D,Megeath
2316,83.620625,-5.143944444,D,Megeath
2317,83.774583333,-5.143916666,D,Megeath
2318,83.933666666,-5.143722222,D,Megeath
2319,84.216083333,-5.143277777,D,Megeath
2320,83.8835,-5.143027777,D,Megeath
2321,83.844541666,-5.142777777,P,Megeath
2322,83.859166666,-5.142611111,RP,Megeath
2323,83.85125,-5.141833333,P,Megeath
2324,83.855083333,-5.14,P,Megeath
2325,83.847208333,-5.139333333,D,Megeath
2326,83.875875,-5.138583333,RP,Megeath
2327,83.794666666,-5.138027777,D,Megeath
2328,83.843375,-5.134666666,D,Megeath
2329,83.910583333,-5.134194444,D,Megeath
2330,83.844083333,-5.133555555,D,Megeath
2331,83.557625,-5.133111111,D,Megeath
2332,83.856708333,-5.132583333,P,Megeath
2333,83.865833333,-5.131861111,D,Megeath
2334,83.849916666,-5.131388888,D,Megeath
2335,83.820166666,-5.129944444,D,Megeath
2336,83.811958333,-5.129888888,D,Megeath
2337,84.067583333,-5.12975,D,Megeath
2338,83.86875,-5.129638888,D,Megeath
2339,83.857125,-5.129555555,D,Megeath
2340,83.868291666,-5.129,D,Megeath
2341,83.843083333,-5.1275,D,Megeath
2342,83.996791666,-5.126027777,D,Megeath
2343,83.936833333,-5.121388888,D,Megeath
2344,83.361708333,-5.120361111,D,Megeath
2345,83.847208333,-5.119388888,D,Megeath
2346,83.962833333,-5.119083333,D,Megeath
2347,83.865416666,-5.117638888,D,Megeath
2348,83.857083333,-5.117472222,D,Megeath
2349,83.841125,-5.117111111,D,Megeath
2350,83.669291666,-5.116333333,D,Megeath
2351,83.856,-5.114694444,P,Megeath
2352,83.687416666,-5.11375,D,Megeath
2353,83.916416666,-5.110194444,D,Megeath
2354,83.810916666,-5.106972222,D,Megeath
2355,83.853583333,-5.105944444,P,Megeath
2356,83.892833333,-5.105888888,D,Megeath
2357,83.68775,-5.105583333,D,Megeath
2358,83.5495,-5.104444444,D,Megeath
2359,84.028291666,-5.104361111,D,Megeath
2360,83.424666666,-5.104083333,D,Megeath
2361,83.861083333,-5.102861111,P,Megeath
2362,84.238375,-5.101305555,D,Megeath
2363,83.8185,-5.100083333,D,Megeath
2364,83.857291666,-5.099416666,D,Megeath
2365,84.090625,-5.097944444,D,Megeath
2366,83.859,-5.096472222,P,Megeath
2367,83.881375,-5.096444444,P,Megeath
2368,83.869125,-5.095722222,D,Megeath
2369,83.857583333,-5.095444444,P,Megeath
2370,83.931458333,-5.094777777,D,Megeath
2371,83.885833333,-5.093861111,D,Megeath
2372,83.866166666,-5.093416666,D,Megeath
2373,83.863583333,-5.090777777,D,Megeath
2374,83.5475,-5.090611111,D,Megeath
2375,83.616958333,-5.089444444,D,Megeath
2376,83.659,-5.088111111,D,Megeath
2377,83.642375,-5.088083333,D,Megeath
2378,83.854916666,-5.085944444,P,Megeath
2379,83.969208333,-5.084861111,D,Megeath
2380,83.88125,-5.083694444,D,Megeath
2381,83.706583333,-5.083222222,D,Megeath
2382,83.866458333,-5.082805555,P,Megeath
2383,83.90075,-5.082194444,D,Megeath
2384,83.69975,-5.082,D,Megeath
2385,83.832166666,-5.081833333,P,Megeath
2386,83.663375,-5.081361111,D,Megeath
2387,83.563583333,-5.081,D,Megeath
2388,83.910375,-5.080944444,D,Megeath
2389,83.577291666,-5.079972222,D,Megeath
2390,83.880916666,-5.07975,RP,Megeath
2391,84.154375,-5.078111111,D,Megeath
2392,83.786458333,-5.077944444,D,Megeath
2393,83.982208333,-5.077111111,P,Megeath
2394,83.675208333,-5.0755,D,Megeath
2395,83.890875,-5.074222222,D,Megeath
2396,83.801291666,-5.073944444,D,Megeath
2397,83.570291666,-5.0725,D,Megeath
2398,83.879416666,-5.070777777,D,Megeath
